geo_type,region,transportation_type,alternative_name,sub-region,country,dates,relative_mobility
city,Providence,transit,NA,Rhode Island,United States,2020-02-13,120.16
city,Providence,transit,NA,Rhode Island,United States,2020-02-14,130.44
city,Providence,transit,NA,Rhode Island,United States,2020-02-15,101.93
city,Providence,transit,NA,Rhode Island,United States,2020-02-16,93.52
city,Providence,transit,NA,Rhode Island,United States,2020-02-17,114.69
city,Providence,transit,NA,Rhode Island,United States,2020-02-18,115.88
city,Providence,transit,NA,Rhode Island,United States,2020-02-19,115.97
city,Providence,transit,NA,Rhode Island,United States,2020-02-20,113.19
city,Providence,transit,NA,Rhode Island,United States,2020-02-21,122.48
city,Providence,transit,NA,Rhode Island,United States,2020-02-22,110.42
city,Providence,transit,NA,Rhode Island,United States,2020-02-23,80.92
city,Providence,transit,NA,Rhode Island,United States,2020-02-24,122.65
city,Providence,transit,NA,Rhode Island,United States,2020-02-25,114.67
city,Providence,transit,NA,Rhode Island,United States,2020-02-26,113.76
city,Providence,transit,NA,Rhode Island,United States,2020-02-27,116.7
city,Providence,transit,NA,Rhode Island,United States,2020-02-28,132.76
city,Providence,transit,NA,Rhode Island,United States,2020-02-29,107.67
city,Providence,transit,NA,Rhode Island,United States,2020-03-01,78.17
city,Providence,transit,NA,Rhode Island,United States,2020-03-02,113.45
city,Providence,transit,NA,Rhode Island,United States,2020-03-03,114.47
city,Providence,transit,NA,Rhode Island,United States,2020-03-04,116.19
city,Providence,transit,NA,Rhode Island,United States,2020-03-05,123.39
city,Providence,transit,NA,Rhode Island,United States,2020-03-06,118.37
city,Providence,transit,NA,Rhode Island,United States,2020-03-07,103.17
city,Providence,transit,NA,Rhode Island,United States,2020-03-08,85.99
city,Providence,transit,NA,Rhode Island,United States,2020-03-09,120.05
city,Providence,transit,NA,Rhode Island,United States,2020-03-10,115.09
city,Providence,transit,NA,Rhode Island,United States,2020-03-11,105.52
city,Providence,transit,NA,Rhode Island,United States,2020-03-12,97.31
city,Providence,transit,NA,Rhode Island,United States,2020-03-13,84.65
city,Providence,transit,NA,Rhode Island,United States,2020-03-14,77.49
city,Providence,transit,NA,Rhode Island,United States,2020-03-15,60.08
city,Providence,transit,NA,Rhode Island,United States,2020-03-16,62.77
city,Providence,transit,NA,Rhode Island,United States,2020-03-17,50.08
city,Providence,transit,NA,Rhode Island,United States,2020-03-18,47.73
city,Providence,transit,NA,Rhode Island,United States,2020-03-19,41.19
city,Providence,transit,NA,Rhode Island,United States,2020-03-20,40.69
city,Providence,transit,NA,Rhode Island,United States,2020-03-21,34.17
city,Providence,transit,NA,Rhode Island,United States,2020-03-22,29.73
city,Providence,transit,NA,Rhode Island,United States,2020-03-23,34.99
city,Providence,transit,NA,Rhode Island,United States,2020-03-24,34.97
city,Providence,transit,NA,Rhode Island,United States,2020-03-25,28.91
city,Providence,transit,NA,Rhode Island,United States,2020-03-26,34.14
city,Providence,transit,NA,Rhode Island,United States,2020-03-27,42.33
city,Providence,transit,NA,Rhode Island,United States,2020-03-28,30.38
city,Providence,transit,NA,Rhode Island,United States,2020-03-29,24.77
city,Providence,transit,NA,Rhode Island,United States,2020-03-30,28.48
city,Providence,transit,NA,Rhode Island,United States,2020-03-31,29.76
city,Providence,transit,NA,Rhode Island,United States,2020-04-01,27.55
city,Providence,transit,NA,Rhode Island,United States,2020-04-02,26.98
city,Providence,transit,NA,Rhode Island,United States,2020-04-03,25.45
city,Providence,transit,NA,Rhode Island,United States,2020-04-04,27.35
city,Providence,transit,NA,Rhode Island,United States,2020-04-05,24.09
city,Providence,transit,NA,Rhode Island,United States,2020-04-06,25.17
city,Providence,transit,NA,Rhode Island,United States,2020-04-07,26.36
city,Providence,transit,NA,Rhode Island,United States,2020-04-08,24.18
city,Providence,transit,NA,Rhode Island,United States,2020-04-09,26.67
city,Providence,transit,NA,Rhode Island,United States,2020-04-10,28.31
city,Providence,transit,NA,Rhode Island,United States,2020-04-11,24.69
city,Providence,transit,NA,Rhode Island,United States,2020-04-12,20.98
city,Providence,transit,NA,Rhode Island,United States,2020-04-13,23.16
city,Providence,transit,NA,Rhode Island,United States,2020-04-14,28.77
city,Providence,transit,NA,Rhode Island,United States,2020-04-15,25.23
city,Providence,transit,NA,Rhode Island,United States,2020-04-16,26.76
city,Providence,transit,NA,Rhode Island,United States,2020-04-17,30.58
city,Providence,transit,NA,Rhode Island,United States,2020-04-18,23.75
city,Providence,transit,NA,Rhode Island,United States,2020-04-19,26.64
city,Providence,transit,NA,Rhode Island,United States,2020-04-20,26.56
city,Providence,transit,NA,Rhode Island,United States,2020-04-21,24.49
city,Providence,transit,NA,Rhode Island,United States,2020-04-22,24.55
city,Providence,transit,NA,Rhode Island,United States,2020-04-23,28.51
city,Providence,transit,NA,Rhode Island,United States,2020-04-24,27.15
city,Providence,transit,NA,Rhode Island,United States,2020-04-25,33.38
city,Providence,transit,NA,Rhode Island,United States,2020-04-26,24.89
city,Providence,transit,NA,Rhode Island,United States,2020-04-27,22.14
city,Providence,transit,NA,Rhode Island,United States,2020-04-28,26.59
city,Providence,transit,NA,Rhode Island,United States,2020-04-29,29.98
city,Providence,transit,NA,Rhode Island,United States,2020-04-30,27.21
city,Providence,transit,NA,Rhode Island,United States,2020-05-01,33.01
city,Providence,transit,NA,Rhode Island,United States,2020-05-02,30.61
city,Providence,transit,NA,Rhode Island,United States,2020-05-03,30.58
city,Providence,transit,NA,Rhode Island,United States,2020-05-04,36.01
city,Providence,transit,NA,Rhode Island,United States,2020-05-05,35.28
city,Providence,transit,NA,Rhode Island,United States,2020-05-06,32.16
city,Providence,transit,NA,Rhode Island,United States,2020-05-07,33.15
city,Providence,transit,NA,Rhode Island,United States,2020-05-08,33.32
city,Providence,transit,NA,Rhode Island,United States,2020-05-09,31.14
city,Providence,transit,NA,Rhode Island,United States,2020-05-10,28.34
city,Providence,transit,NA,Rhode Island,United States,2020-05-11,NA
city,Providence,transit,NA,Rhode Island,United States,2020-05-12,NA
city,Providence,transit,NA,Rhode Island,United States,2020-05-13,33.83
city,Providence,transit,NA,Rhode Island,United States,2020-05-14,34.14
city,Providence,transit,NA,Rhode Island,United States,2020-05-15,35.22
city,Providence,transit,NA,Rhode Island,United States,2020-05-16,36.21
city,Providence,transit,NA,Rhode Island,United States,2020-05-17,33.38
city,Providence,transit,NA,Rhode Island,United States,2020-05-18,36.18
city,Providence,transit,NA,Rhode Island,United States,2020-05-19,37.63
city,Providence,transit,NA,Rhode Island,United States,2020-05-20,38.02
city,Providence,transit,NA,Rhode Island,United States,2020-05-21,37.57
city,Providence,transit,NA,Rhode Island,United States,2020-05-22,44.31
city,Providence,transit,NA,Rhode Island,United States,2020-05-23,33.47
city,Providence,transit,NA,Rhode Island,United States,2020-05-24,36.1
city,Providence,transit,NA,Rhode Island,United States,2020-05-25,37.34
city,Providence,transit,NA,Rhode Island,United States,2020-05-26,46.52
city,Providence,transit,NA,Rhode Island,United States,2020-05-27,46.23
city,Providence,transit,NA,Rhode Island,United States,2020-05-28,42.38
city,Providence,transit,NA,Rhode Island,United States,2020-05-29,43.04
city,Providence,transit,NA,Rhode Island,United States,2020-05-30,45.55
city,Providence,transit,NA,Rhode Island,United States,2020-05-31,41.02
city,Providence,transit,NA,Rhode Island,United States,2020-06-01,47.31
city,Providence,transit,NA,Rhode Island,United States,2020-06-02,45.53
city,Providence,transit,NA,Rhode Island,United States,2020-06-03,44.73
city,Providence,transit,NA,Rhode Island,United States,2020-06-04,46.66
city,Providence,transit,NA,Rhode Island,United States,2020-06-05,54.36
city,Providence,transit,NA,Rhode Island,United States,2020-06-06,50.11
city,Providence,transit,NA,Rhode Island,United States,2020-06-07,42.58
city,Providence,transit,NA,Rhode Island,United States,2020-06-08,52.12
city,Providence,transit,NA,Rhode Island,United States,2020-06-09,51.22
city,Providence,transit,NA,Rhode Island,United States,2020-06-10,52.1
city,Providence,transit,NA,Rhode Island,United States,2020-06-11,51.56
city,Providence,transit,NA,Rhode Island,United States,2020-06-12,57.87
city,Providence,transit,NA,Rhode Island,United States,2020-06-13,53.26
city,Providence,transit,NA,Rhode Island,United States,2020-06-14,51.05
city,Providence,transit,NA,Rhode Island,United States,2020-06-15,56.96
city,Providence,transit,NA,Rhode Island,United States,2020-06-16,56.65
city,Providence,transit,NA,Rhode Island,United States,2020-06-17,58.61
city,Providence,transit,NA,Rhode Island,United States,2020-06-18,61.33
city,Providence,transit,NA,Rhode Island,United States,2020-06-19,68.4
city,Providence,transit,NA,Rhode Island,United States,2020-06-20,60.45
city,Providence,transit,NA,Rhode Island,United States,2020-06-21,51.64
city,Providence,transit,NA,Rhode Island,United States,2020-06-22,59.63
city,Providence,transit,NA,Rhode Island,United States,2020-06-23,62.88
city,Providence,transit,NA,Rhode Island,United States,2020-06-24,62
city,Providence,transit,NA,Rhode Island,United States,2020-06-25,60.11
city,Providence,transit,NA,Rhode Island,United States,2020-06-26,68.23
city,Providence,transit,NA,Rhode Island,United States,2020-06-27,54.7
city,Providence,transit,NA,Rhode Island,United States,2020-06-28,51.93
city,Providence,transit,NA,Rhode Island,United States,2020-06-29,64.75
