geo_type,region,transportation_type,alternative_name,sub-region,country,dates,relative_mobility
county,Aroostook County,driving,NA,Maine,United States,2020-03-01,101.94
county,Aroostook County,driving,NA,Maine,United States,2020-03-02,103.03
county,Aroostook County,driving,NA,Maine,United States,2020-03-03,87.33
county,Aroostook County,driving,NA,Maine,United States,2020-03-04,88.38
county,Aroostook County,driving,NA,Maine,United States,2020-03-05,90.31
county,Aroostook County,driving,NA,Maine,United States,2020-03-06,110.78
county,Aroostook County,driving,NA,Maine,United States,2020-03-07,95.08
county,Aroostook County,driving,NA,Maine,United States,2020-03-08,92.85
county,Aroostook County,driving,NA,Maine,United States,2020-03-09,78.59
county,Aroostook County,driving,NA,Maine,United States,2020-03-10,80.38
county,Aroostook County,driving,NA,Maine,United States,2020-03-11,97.81
county,Aroostook County,driving,NA,Maine,United States,2020-03-12,87.38
county,Aroostook County,driving,NA,Maine,United States,2020-03-13,90.51
county,Aroostook County,driving,NA,Maine,United States,2020-03-14,90.31
county,Aroostook County,driving,NA,Maine,United States,2020-03-15,85.25
county,Aroostook County,driving,NA,Maine,United States,2020-03-16,72.63
county,Aroostook County,driving,NA,Maine,United States,2020-03-17,65.28
county,Aroostook County,driving,NA,Maine,United States,2020-03-18,69.3
county,Aroostook County,driving,NA,Maine,United States,2020-03-19,59.76
county,Aroostook County,driving,NA,Maine,United States,2020-03-20,66.96
county,Aroostook County,driving,NA,Maine,United States,2020-03-21,57.82
county,Aroostook County,driving,NA,Maine,United States,2020-03-22,50.67
county,Aroostook County,driving,NA,Maine,United States,2020-03-23,54.35
county,Aroostook County,driving,NA,Maine,United States,2020-03-24,58.42
county,Aroostook County,driving,NA,Maine,United States,2020-03-25,54.79
county,Aroostook County,driving,NA,Maine,United States,2020-03-26,56.78
county,Aroostook County,driving,NA,Maine,United States,2020-03-27,52.06
county,Aroostook County,driving,NA,Maine,United States,2020-03-28,66.96
county,Aroostook County,driving,NA,Maine,United States,2020-03-29,45.4
county,Aroostook County,driving,NA,Maine,United States,2020-03-30,44.71
county,Aroostook County,driving,NA,Maine,United States,2020-03-31,46.9
county,Aroostook County,driving,NA,Maine,United States,2020-04-01,51.47
county,Aroostook County,driving,NA,Maine,United States,2020-04-02,46
county,Aroostook County,driving,NA,Maine,United States,2020-04-03,45.7
county,Aroostook County,driving,NA,Maine,United States,2020-04-04,38.65
county,Aroostook County,driving,NA,Maine,United States,2020-04-05,38.3
county,Aroostook County,driving,NA,Maine,United States,2020-04-06,46.5
county,Aroostook County,driving,NA,Maine,United States,2020-04-07,48.14
county,Aroostook County,driving,NA,Maine,United States,2020-04-08,50.07
county,Aroostook County,driving,NA,Maine,United States,2020-04-09,56.14
county,Aroostook County,driving,NA,Maine,United States,2020-04-10,40.44
county,Aroostook County,driving,NA,Maine,United States,2020-04-11,47.79
county,Aroostook County,driving,NA,Maine,United States,2020-04-12,32.94
county,Aroostook County,driving,NA,Maine,United States,2020-04-13,49.73
county,Aroostook County,driving,NA,Maine,United States,2020-04-14,50.12
county,Aroostook County,driving,NA,Maine,United States,2020-04-15,61.4
county,Aroostook County,driving,NA,Maine,United States,2020-04-16,63.79
county,Aroostook County,driving,NA,Maine,United States,2020-04-17,66.82
county,Aroostook County,driving,NA,Maine,United States,2020-04-18,53.75
county,Aroostook County,driving,NA,Maine,United States,2020-04-19,43.47
county,Aroostook County,driving,NA,Maine,United States,2020-04-20,63.24
county,Aroostook County,driving,NA,Maine,United States,2020-04-21,63.74
county,Aroostook County,driving,NA,Maine,United States,2020-04-22,60.46
county,Aroostook County,driving,NA,Maine,United States,2020-04-23,63.93
county,Aroostook County,driving,NA,Maine,United States,2020-04-24,77.3
county,Aroostook County,driving,NA,Maine,United States,2020-04-25,63.19
county,Aroostook County,driving,NA,Maine,United States,2020-04-26,53.85
county,Aroostook County,driving,NA,Maine,United States,2020-04-27,64.43
county,Aroostook County,driving,NA,Maine,United States,2020-04-28,63.09
county,Aroostook County,driving,NA,Maine,United States,2020-04-29,81.22
county,Aroostook County,driving,NA,Maine,United States,2020-04-30,86.64
county,Aroostook County,driving,NA,Maine,United States,2020-05-01,77.25
county,Aroostook County,driving,NA,Maine,United States,2020-05-02,68.6
county,Aroostook County,driving,NA,Maine,United States,2020-05-03,59.22
county,Aroostook County,driving,NA,Maine,United States,2020-05-04,72.78
county,Aroostook County,driving,NA,Maine,United States,2020-05-05,72.63
county,Aroostook County,driving,NA,Maine,United States,2020-05-06,80.48
county,Aroostook County,driving,NA,Maine,United States,2020-05-07,84.65
county,Aroostook County,driving,NA,Maine,United States,2020-05-08,101.29
county,Aroostook County,driving,NA,Maine,United States,2020-05-09,57.92
county,Aroostook County,driving,NA,Maine,United States,2020-05-10,58.17
county,Aroostook County,driving,NA,Maine,United States,2020-05-11,NA
county,Aroostook County,driving,NA,Maine,United States,2020-05-12,NA
county,Aroostook County,driving,NA,Maine,United States,2020-05-13,90.81
county,Aroostook County,driving,NA,Maine,United States,2020-05-14,92.8
county,Aroostook County,driving,NA,Maine,United States,2020-05-15,103.73
county,Aroostook County,driving,NA,Maine,United States,2020-05-16,91.6
county,Aroostook County,driving,NA,Maine,United States,2020-05-17,84.2
county,Aroostook County,driving,NA,Maine,United States,2020-05-18,95.23
county,Aroostook County,driving,NA,Maine,United States,2020-05-19,97.42
county,Aroostook County,driving,NA,Maine,United States,2020-05-20,93.34
county,Aroostook County,driving,NA,Maine,United States,2020-05-21,107.75
county,Aroostook County,driving,NA,Maine,United States,2020-05-22,126.28
county,Aroostook County,driving,NA,Maine,United States,2020-05-23,115.7
county,Aroostook County,driving,NA,Maine,United States,2020-05-24,97.52
county,Aroostook County,driving,NA,Maine,United States,2020-05-25,93.74
county,Aroostook County,driving,NA,Maine,United States,2020-05-26,109.44
county,Aroostook County,driving,NA,Maine,United States,2020-05-27,111.87
county,Aroostook County,driving,NA,Maine,United States,2020-05-28,108.89
county,Aroostook County,driving,NA,Maine,United States,2020-05-29,124.69
county,Aroostook County,driving,NA,Maine,United States,2020-05-30,110.58
county,Aroostook County,driving,NA,Maine,United States,2020-05-31,88.18
county,Aroostook County,driving,NA,Maine,United States,2020-06-01,109.69
county,Aroostook County,driving,NA,Maine,United States,2020-06-02,109.19
county,Aroostook County,driving,NA,Maine,United States,2020-06-03,135.82
county,Aroostook County,driving,NA,Maine,United States,2020-06-04,129.81
county,Aroostook County,driving,NA,Maine,United States,2020-06-05,134.33
county,Aroostook County,driving,NA,Maine,United States,2020-06-06,112.37
county,Aroostook County,driving,NA,Maine,United States,2020-06-07,97.86
county,Aroostook County,driving,NA,Maine,United States,2020-06-08,118.43
county,Aroostook County,driving,NA,Maine,United States,2020-06-09,112.27
county,Aroostook County,driving,NA,Maine,United States,2020-06-10,126.92
county,Aroostook County,driving,NA,Maine,United States,2020-06-11,130.45
county,Aroostook County,driving,NA,Maine,United States,2020-06-12,137.31
county,Aroostook County,driving,NA,Maine,United States,2020-06-13,132.94
county,Aroostook County,driving,NA,Maine,United States,2020-06-14,109.79
county,Aroostook County,driving,NA,Maine,United States,2020-06-15,127.52
county,Aroostook County,driving,NA,Maine,United States,2020-06-16,130.85
county,Aroostook County,driving,NA,Maine,United States,2020-06-17,123.45
county,Aroostook County,driving,NA,Maine,United States,2020-06-18,145.55
county,Aroostook County,driving,NA,Maine,United States,2020-06-19,141.63
county,Aroostook County,driving,NA,Maine,United States,2020-06-20,132.84
county,Aroostook County,driving,NA,Maine,United States,2020-06-21,106.06
county,Aroostook County,driving,NA,Maine,United States,2020-06-22,140.14
